scenario,drawn_gain_error,drawn_offset_A,Vth_single_raw_V,Vth_mean25_raw_V,Vth_single_calibrated_V,Vth_mean25_calibrated_V,clipped_calibration_readings,clipped_sweep_readings
47,-0.00232486845824869,-1.16528126832909e-05,1.21216476658818,1.21276831265677,1.20037577149457,1.20098224799667,0,0
48,1.5199733470368e-05,1.23929473209407e-05,1.18656402395028,1.18656070577088,1.19909106543974,1.1990841455976,0,0
49,0.00269373126657115,3.03998460340983e-06,1.19540290762441,1.19737186002608,1.19919303762882,1.20115917808556,0,0
50,-0.00749028050603348,-1.05129738288086e-05,1.2112382076424,1.21153997683815,1.19989556455647,1.20019422474023,0,0
51,0.00998191339431628,1.29316406807146e-05,1.18760973681323,1.18593932825445,1.20064896360281,1.19899576384982,0,0
52,-0.00893158476295045,8.87594720160092e-06,1.18972111049551,1.18975551303086,1.19888059374138,1.19890998892988,0,0
53,-0.00647527857738471,4.40272846269822e-07,1.19972174450714,1.19933852752684,1.20055312327774,1.20017018100298,0,0
54,0.00320874983804352,5.48353182669579e-06,1.19407464274587,1.193882016593,1.19934262487111,1.19914664133123,0,0
55,-0.00545557020983787,1.82420290481931e-05,1.18119328185711,1.18038459093095,1.20041976086922,1.19958938287622,0,0
56,-0.0054023458292188,5.11708287058913e-06,1.19459137555605,1.1944144770828,1.20139156034282,1.20122084942891,0,0
57,0.00604007191823227,-3.06426317996391e-07,1.19943386921167,1.20054136388994,1.19926963667894,1.20037713354267,0,0
58,-0.00802804343384879,-2.94462592548995e-06,1.20454678362093,1.20254930251901,1.20238033217329,1.20038202117437,0,0
59,-0.00604064477766077,1.16610818647203e-05,1.18661492765496,1.18674230532336,1.19856202324229,1.19868570023231,0,0
60,-0.00866361437799531,3.04451235908851e-06,1.19828581234725,1.19684695708057,1.20328143237546,1.2018446446506,0,0
61,-0.00511895622475785,6.17507192076531e-06,1.19311638776862,1.19362018667787,1.20024771219708,1.20075241898589,0,0
62,-0.00594755787699792,8.19135168512575e-06,1.19084934572481,1.19128847205173,1.19914369158614,1.19958695297445,0,0
63,0.00801764081809219,-2.7083916350106e-06,1.20134368418726,1.20333622463038,1.19970341350169,1.20169606540105,0,0
64,-0.00444807728907558,-2.75537370224495e-06,1.20065575951735,1.20254054794308,1.19799705904717,1.19988292232502,0,0
65,-0.00150305414087398,3.0993135835929e-06,1.1948055762176,1.19622701151015,1.19794588946921,1.19936895135387,0,0
66,-0.00721650238264462,1.36667316823476e-06,1.19952082539192,1.19921578110314,1.19885601311335,1.19855055637435,0,0
67,0.00949342152647109,1.56000689387859e-05,1.18408825699554,1.18269638684992,1.20073320337084,1.19934212737147,0,0
68,0.00565018564094064,-1.33433795020096e-05,1.21318417659027,1.21446618986645,1.19951499850286,1.20079430141257,0,0
69,-0.00119926468625708,1.76910481494273e-05,1.18257384684583,1.18068215503521,1.20221158723745,1.20030680015947,0,0
70,6.83130883787642e-05,1.32972088417309e-05,1.18464921612048,1.18584313836848,1.19965291331077,1.2008416752254,0,0
71,0.00983877081822107,1.95480683827754e-05,1.17815830223088,1.17923873091959,1.19949823488599,1.20059632749803,0,0
72,0.000577122128392049,-6.03559459356756e-06,1.20640025447748,1.20627364949525,1.201102392651,1.20098117486109,0,0
73,0.00684815302511291,-3.37204548040062e-06,1.20313478014533,1.20349588228237,1.19804866909684,1.19840575434826,0,0
74,-0.00705295421227211,-1.26344122394533e-05,1.21489303349997,1.21361032265023,1.20188566636823,1.2005970800399,0,0
75,0.00667056864826661,-1.16321758425612e-05,1.21253393317804,1.21251824563408,1.20216437840822,1.20215277237314,0,0
76,0.00232163018911923,-1.50305398420191e-06,1.20154302047323,1.2013132276977,1.19890389232351,1.19867480372024,0,0
77,-0.00756376186522619,-1.18142754707381e-05,1.21183722256128,1.21291808068473,1.19966089762627,1.20073493033794,0,0
78,-0.00208838830902711,-1.37675067512376e-05,1.21584761257686,1.21493361664841,1.20072866905853,1.19982650051365,0,0
79,-0.00157010361759473,1.32818985678956e-05,1.18607676159518,1.18549714933366,1.20044159406326,1.19986234718259,0,0
80,0.00511267094219022,8.38081119374192e-06,1.19056482323877,1.19078857787454,1.19975542980893,1.19998080409743,0,0
81,0.000586482618244328,1.72902740105829e-05,1.18270318589518,1.18145451246395,1.20129508046701,1.20005653738249,0,0
82,-0.00648463443034938,-7.05154144902718e-06,1.20750135075139,1.20755583818926,1.1993387682033,1.19939718226056,0,0
83,-0.0049885368875402,7.38670805686411e-06,1.1886489868717,1.19166744383228,1.19662115492156,1.19962823401165,0,0
84,-0.000546808834923109,5.85203344118637e-06,1.19410265570498,1.19382716005359,1.20004267989207,1.19977077252637,0,0
85,0.00434477795577652,3.74247132274328e-07,1.20094128940894,1.19983473071243,1.19962452723666,1.19851948658129,0,0
86,0.00503106590316483,-1.08128778046231e-06,1.20205681396116,1.20139789182671,1.20008350041217,1.19942551622659,0,0
87,-0.00810498859088012,1.94018585688004e-05,1.17892071487412,1.17857909542126,1.19934192683432,1.19899442027173,0,0
88,-0.0032663404341971,5.01418724242668e-06,1.19381806636581,1.19467059161828,1.19929134851234,1.20013615730111,0,0
89,-0.00641164503597541,2.54808325402441e-06,1.19393510039011,1.19653537754661,1.19526401933198,1.19786500400837,0,0
90,0.00783617383959882,1.03381904987832e-05,1.18765701022825,1.18924488665074,1.19828977550363,1.19987852245198,0,0
91,0.00222087959543812,5.97598389274347e-07,1.19923391942102,1.19902434317334,1.20022332577509,1.20001349404139,0,0
92,0.0063277266546195,-6.44526853640722e-06,1.20632940161074,1.20687418248477,1.19990929933148,1.20046089407069,0,0
93,-0.00366065600850401,-1.26212759672818e-05,1.21286825127338,1.21396519138371,1.20122330705863,1.20232666447931,0,0
94,0.00814889610710301,8.5927176779549e-06,1.18739046579834,1.19051040956879,1.19655895535403,1.19967335615321,0,0
95,0.00435123517730626,1.94672711230972e-05,1.17954374359502,1.1787914152347,1.20022512322716,1.1994496821721,0,0
96,-0.00821416164998058,1.75220850880027e-05,1.1842781252727,1.18083607592283,1.20302686200476,1.19960056487009,0,0
97,-0.00380513167855026,-2.77440700900249e-06,1.20211896931317,1.20300778131616,1.19846648058619,1.19935706921646,0,0
98,-0.00899297054330605,-4.55979930220107e-07,1.19999148646107,1.20031273577591,1.19949166668922,1.19981253983541,0,0
99,-0.00795302382045792,4.65310612771654e-06,1.19325468043984,1.19477732795687,1.20025299975787,1.20177043894053,0,0
100,-0.00131765316794379,1.6034521636298e-05,1.18515910039512,1.18259344655408,1.20179960681817,1.1992524758771,0,0
101,0.00495647787406458,1.85406966122923e-05,1.17970185047694,1.1800237667884,1.19950270604346,1.19984931883929,0,0
102,0.00987658285096068,1.0336933416985e-05,1.18714497182633,1.18965741788986,1.1987471753997,1.20125377545184,0,0
103,0.00115372680833631,1.7440939184391e-05,1.18178674684022,1.18145021739619,1.19971203359276,1.19937743661251,0,0
104,-0.00978080963190003,1.95307779091007e-07,1.20048050996156,1.19947263703865,1.2016486522388,1.20064091751933,0,0
105,-0.00973506610520605,1.19494988964433e-05,1.18505570956502,1.18650780458827,1.19770576200871,1.19915876483166,0,0
106,0.00581895077717059,-1.00035133096847e-05,1.21218947436859,1.21055299191873,1.20033437341705,1.19870206703554,0,0
107,0.00718590456492695,1.96419055578953e-05,1.18131998287297,1.17887540260003,1.20206829151859,1.19964057384386,0,0
108,0.00150392829943391,-4.8984194687653e-07,1.19733733435654,1.2009239442956,1.1970070001711,1.20059394472514,0,0
109,-0.00778192406521361,3.13564507577133e-06,1.19454883469884,1.1961193635911,1.1980465872641,1.1996150073589,0,0
110,0.00130566306864003,-1.83864644827776e-05,1.21950838201796,1.22007652930308,1.20113018705902,1.20169187421576,0,0
111,0.00703387911204544,-1.30810238196143e-05,1.21534566309124,1.21402453868563,1.20201790265994,1.20069967704916,0,0
112,0.000379074714975101,1.43879409845904e-05,1.1843342187671,1.18440342612672,1.19947807939504,1.19955794213594,0,0
113,0.00462895704598929,-1.80900685225409e-05,1.21998530159089,1.21935578501368,1.20133667382439,1.2006997264525,0,0
114,0.00155454831331419,2.60112950964721e-06,1.19743493252917,1.197743831003,1.19908418881914,1.19939194177548,0,0
115,-0.00917544053013226,1.21398686441705e-05,1.18739839063025,1.18663421738979,1.2000500619037,1.19927437283839,0,0
116,-0.00123669523606764,1.2881790361653e-06,1.19441509842331,1.19859190732885,1.196568438653,1.20074254156869,0,0
117,-0.00113245691496622,1.52326737431795e-06,1.1978167504771,1.19843030100373,1.20013158324939,1.20074582322683,0,0
118,-0.0018735863232479,-1.72452039671478e-05,1.21818328578584,1.21906883325556,1.20071523898257,1.20162559247399,0,0
119,0.00813846324550178,7.73380087431591e-06,1.19057020284106,1.19124565999737,1.19924263704412,1.19991753132134,0,0
120,0.000722845304537261,1.24154274016987e-05,1.18778191345023,1.18661028421823,1.20081084844134,1.19962836034299,0,0
121,0.000714771514768187,-1.32726087880792e-05,1.2147841882907,1.2148327245416,1.19987896756603,1.19993671585421,0,0
122,-0.00302494767355861,-1.568784827947e-05,1.21783799300657,1.21733653088448,1.200895215587,1.20038285034239,0,0
123,0.00769931056395456,9.85656282558105e-06,1.19036329325151,1.18983580777687,1.20034451376766,1.19981895171562,0,0
124,0.004763641821734,3.70255591895929e-06,1.19352849769045,1.19591278828851,1.19780121346124,1.20018477869132,0,0
125,-0.00508996838497022,1.38717334136837e-05,1.18271221420562,1.18485005139899,1.19945560278639,1.20158595979143,0,0
126,0.0092410534425938,1.22688481359146e-05,1.18532567486802,1.18664294099838,1.19774688303849,1.19905756358967,0,0
127,-0.00219237401944996,1.87407970349228e-05,1.18089419256978,1.1799805604155,1.20104743994805,1.20011429673849,0,0
128,-0.00766582184265873,-1.87242947668511e-05,1.22179425251583,1.22056169905244,1.20075875175446,1.19951011754141,0,0
129,0.00188366276685286,-5.1658238381266e-06,1.207184529495,1.20523876407496,1.20206447613212,1.20012029133699,0,0
130,0.00809099694435687,-4.18828076189277e-06,1.20377630227692,1.20480675200011,1.20082159512194,1.20185419547146,0,0
131,-0.00907495428206344,5.71864357046281e-06,1.19253009343411,1.19384947628195,1.19852019514652,1.19984669349832,0,0
132,0.00388916166139205,-1.87588139476513e-05,1.21910296560435,1.21987088281754,1.19846738474745,1.1992230603896,0,0
133,0.00340791087049108,-2.17009974775106e-06,1.20260626904942,1.20215966673656,1.19996898253181,1.19952399755148,0,0
134,-0.00906015226992866,1.11615795056013e-05,1.18872376423954,1.18774589698084,1.20137758738767,1.20039044677484,0,0
135,0.0094072853320991,-1.35293189028577e-05,1.21235310192825,1.21424758738344,1.19743111111654,1.19931253830279,0,0
136,0.00819510326390968,1.17852825966324e-05,1.18667113102774,1.18732561744459,1.19680480692809,1.19745869854529,0,0
137,-0.00802391396717742,-3.58230541799426e-06,1.20548493273504,1.20417476720907,1.20198376819699,1.20067421547803,0,0
138,-0.00678574592106367,1.17608285133839e-05,1.18505688259129,1.18744937818151,1.19701125837186,1.19939725988088,0,0
139,0.00307652574323366,4.54081025967324e-06,1.19621684769726,1.19462743018182,1.20230710206099,1.20071934765771,0,0
140,0.00248636533996186,1.24931900476951e-05,1.18440415016764,1.18635003394451,1.19608681175033,1.19802374847412,0,0
141,-0.000841071031937264,1.44654514101125e-05,1.18472141981656,1.18444539908456,1.20089350060879,1.200612100349,0,0
142,-0.00717276767798799,1.85756774942856e-05,1.18097194688317,1.17990092269037,1.20206650371076,1.20096785795584,0,0
143,-0.00145230441698809,-1.82853552139895e-05,1.22166227087263,1.22001915939966,1.20323445502443,1.20157987986423,0,0
144,0.00546545636520209,6.63291693784718e-07,1.19967049191416,1.19915638869944,1.20065698136033,1.20014245527239,0,0
145,0.00364561215911567,1.12677770162672e-06,1.19871618391791,1.198834994901,1.20036045595753,1.20048087003267,0,0
146,-0.00233002468056903,8.27899230930346e-06,1.19271175576063,1.19148737495318,1.20131102461083,1.20008607311404,0,0
147,-0.00219152776875756,1.93778157734254e-05,1.17910884068237,1.1791943015214,1.19971659768534,1.19981381456777,0,0
148,0.00102743996386314,-1.08581125874519e-05,1.21352686322439,1.21208494458604,1.20128867768913,1.1998462554235,0,0
149,-0.0047158592456983,-1.90304057143224e-05,1.21944419752047,1.22113588098356,1.19877537597805,1.20047186949569,0,0
150,0.00393235009952306,1.76740498355942e-05,1.18048497847574,1.18107843339288,1.19867811502417,1.19928525827064,0,0
151,0.00713650758816371,-1.11904875862953e-06,1.20157191520024,1.20105592732248,1.2022288953414,1.20171269306141,0,0
152,0.00544585445273099,-1.32445248162559e-05,1.21425032444795,1.21439431119834,1.2007405879825,1.20088445674462,0,0
153,0.00116422763914436,-7.65356936970849e-06,1.2086822661238,1.20808223921956,1.20091110746268,1.20031388865507,0,0
154,0.00719325345447621,1.32465499036305e-05,1.18612842827111,1.18474321155184,1.19937761190756,1.19799617936751,0,0
155,0.00233450097922899,9.48789240395868e-06,1.18697092584409,1.18947720457657,1.19686014962503,1.19935017598231,0,0
156,-0.00928551458340452,-4.80276166239951e-06,1.20462992216716,1.20514079457309,1.19862478291738,1.1991326350512,0,0
157,0.00239217585750911,1.01486172554122e-08,1.19972746311747,1.19968495598468,1.19956271274847,1.19952012974126,0,0
158,0.00825587743503253,-1.40745159174942e-05,1.21800382875485,1.21519756069348,1.2040342326533,1.20122991827452,0,0
159,-0.00209376542329322,-6.97660177440512e-06,1.20799888285045,1.2078484727144,1.20153167024593,1.20138075934403,0,0
160,-0.00049992677351633,-1.61286179109455e-05,1.21977017159812,1.21743090005018,1.20333684186216,1.20100777360699,0,0
161,0.00924528796925318,1.45932821904596e-05,1.18391364900448,1.18425212992215,1.1984534485522,1.1987806766706,0,0
162,-0.00757811085549829,-1.53420604842242e-05,1.2157465715704,1.21688121899439,1.20120839927328,1.20234714569474,0,0
163,-0.00919746690118511,-1.84860714058961e-07,1.19865081620273,1.19971631417503,1.19798386055799,1.19904941148672,0,0
164,0.0070829987734256,1.28745921942001e-05,1.18537012689336,1.18622888420577,1.2004365562025,1.20129150313779,0,0
165,-0.00139989292821389,-9.09584786947028e-06,1.20977980608561,1.21021066066329,1.19983016223149,1.20026696982643,0,0
166,0.0037648054727638,2.29018349570147e-07,1.19684711700207,1.19959091028632,1.19816463179896,1.20090781441807,0,0
167,5.59685516679509e-05,9.21456369489345e-06,1.188494571994,1.1897706475946,1.19922316317222,1.20049656971034,0,0
168,-0.00536000454373813,1.86576101698642e-05,1.17939016840627,1.17977098226308,1.1989162184529,1.19930646064559,0,0
169,-0.00331910595034181,4.31655841430788e-06,1.19453382900605,1.19531818878526,1.19867711875289,1.19945941836563,0,0
170,-0.00782329738690558,1.13590680999652e-05,1.18888571473483,1.18747100531912,1.20084716153381,1.19943476719579,0,0
171,-0.00553577697614666,9.72209054567995e-06,1.18866507327463,1.18980562634192,1.19911090138917,1.20025204215021,0,0
172,-0.00815885742812856,-1.88331587455624e-05,1.22100764251794,1.22076214310445,1.19978984755282,1.19953589270911,0,0
173,-0.00340807387913646,-9.77407053675263e-06,1.2095912312851,1.21064057122989,1.19962011386908,1.20067427853622,0,0
174,-0.00524181921884356,-8.00686002958572e-06,1.20918128655738,1.20843581641088,1.19938137177193,1.19862308066391,0,0
175,-0.0018836959855442,1.15295894870554e-05,1.18846994632286,1.18759428380608,1.20201414371568,1.20114317316187,0,0
176,-0.00665194336519288,-1.53363549451316e-05,1.21559904918255,1.21684002921337,1.19875587833132,1.1999883145271,0,0
177,0.00825478061225338,8.52266720416761e-08,1.19916482071558,1.20005969245776,1.1983456970042,1.19924038169285,0,0
178,-0.00931401227019744,1.2379323367087e-05,1.18690971151719,1.1868791753966,1.19971032116387,1.19968718446855,0,0
179,0.00861794909491176,-1.63903382569172e-05,1.21826718333418,1.21835535902773,1.20132442768317,1.20142984148981,0,0
180,0.00692040595604944,-8.32693707821856e-06,1.20930506809649,1.20939458368247,1.20042816226259,1.20052066729719,0,0
181,0.0069133640310508,1.74392239038934e-05,1.18182233311144,1.18147742898343,1.20129408674493,1.20094502320754,0,0
182,0.000773412825821467,-1.32380514789611e-05,1.21425891648419,1.21405296505078,1.20084072506807,1.20064280487351,0,0
183,-0.00414312396988403,1.2489995286547e-05,1.18751986586991,1.18658501763646,1.20109230164656,1.20015773178901,0,0
184,-0.00824741380168617,-1.8264606780044e-05,1.22156965683452,1.22018834777536,1.20283894951156,1.20145871886184,0,0
185,-0.00308510970750993,-1.54712771848466e-05,1.2195651988696,1.21670155700526,1.20393208651357,1.20107312951044,0,0
186,-0.00770909014356852,-8.79331672852497e-06,1.207408401225,1.20921478128571,1.19739373947152,1.19920859671175,0,0
187,0.00740884382602787,-1.18105037875385e-05,1.21362664329793,1.21263082736529,1.20179015391519,1.20079259671129,0,0
188,-0.00686740725486254,1.50620270537378e-05,1.18329399844502,1.18374531780298,1.1990494588206,1.19950475968346,0,0
189,0.00672230397792561,4.30556071546899e-07,1.20043834692088,1.19973033539554,1.20126002995272,1.20055089403406,0,0
190,0.0025805207256443,-1.72803683239633e-05,1.22046533644332,1.21872453949402,1.20161553539099,1.1998752463921,0,0
191,0.00334338539565924,7.80513440111124e-06,1.18991964972547,1.19144571890446,1.19895829291587,1.20048878866985,0,0
192,0.00564498261333931,1.08746852817651e-05,1.1887959002784,1.18830407089626,1.20010437697379,1.19961945056688,0,0
193,-0.00689636139994754,1.64505274323472e-06,1.19910904143559,1.19819503333146,1.20310545320423,1.20218720236938,0,0
194,0.00467318363632997,1.59058299172325e-05,1.18427099593948,1.18243260017241,1.2008539808733,1.19899708706659,0,0
195,0.00757641062456343,-1.4594052246323e-07,1.20281563226091,1.20041013412725,1.20101123272956,1.19860631152083,0,0
196,0.000789985106820879,1.67560847536241e-05,1.18051257408045,1.18175775581935,1.19861248761166,1.19986470878048,0,0
197,-0.00830053448615093,1.07790627196894e-05,1.18869556134506,1.18829551761426,1.20049692954751,1.20010210447937,0,0
198,0.0045821440723685,-2.73099969474397e-06,1.2037616274278,1.2033506853431,1.20047052535231,1.20005942408313,0,0
199,-0.00419127380732466,1.97674506652442e-05,1.17821802978342,1.17883839245434,1.1991938216409,1.19983585759668,0,0
200,0.0025888986351006,1.27041537877883e-05,1.18543851833839,1.18679177783652,1.19841759794183,1.19977485230633,0,0
201,0.000175531072466237,-7.87747886146282e-06,1.20836834793467,1.20869709071711,1.19926914214899,1.19959805451281,0,0
202,0.00775495631063176,-7.76175212658594e-06,1.21022399351063,1.20854431608387,1.20185078304508,1.20016914093911,0,0
203,0.00516852151728598,-4.07077281588828e-06,1.20582787983824,1.20431697211836,1.20154933822074,1.20003940628929,0,0
204,0.000383793370880332,-4.87071521201506e-06,1.20294213455326,1.20487872169535,1.19897146294436,1.20090950496752,0,0
205,-0.00818269123858453,-8.73495909360829e-07,1.20208516013432,1.20118356283686,1.20158544789057,1.20068371785831,0,0
206,-0.00144581120976436,1.28075071884011e-05,1.18734349069708,1.18561231197819,1.1997270106223,1.1979900740278,0,0
207,0.00470702815315047,-1.22949632082567e-05,1.21397405841972,1.21282521277338,1.20079038027497,1.19963447269382,0,0
208,-0.00366408528976507,2.00076513881732e-06,1.1951521551081,1.19731541853363,1.19747403337269,1.1996361197635,0,0
209,0.00194276026495575,1.67968648739427e-05,1.18236983606132,1.1816437595551,1.1999468554506,1.19923321353379,0,0
210,0.00407340240992196,-1.89398971650092e-05,1.22009074565001,1.22057294987357,1.19961985174156,1.2000919152775,0,0
211,-0.00250632077027366,8.58482471467735e-06,1.19181415356507,1.19028591946804,1.19957696093178,1.19805690472736,0,0
212,0.00621546483942327,8.6365751439695e-06,1.18998123654264,1.19090950802155,1.20096613818174,1.20189453269982,0,0
213,-0.00279413229164163,-1.20062704882549e-05,1.2131289733605,1.21286378137524,1.2001781159724,1.19990975412165,0,0
214,0.00765211383465295,1.16468227667082e-05,1.18577070197208,1.18776317131874,1.19839285264864,1.20036332674434,0,0
215,0.00784227562827948,1.47354394235445e-05,1.182632450534,1.18436255546506,1.19817441206963,1.19989362354824,0,0
216,-0.0053773768744303,4.18060444870299e-06,1.19732912420464,1.19585783288624,1.2021453125483,1.2006701968825,0,0
217,0.00972885979743569,-1.56354881291234e-05,1.21624383032178,1.21677722069889,1.1976975381088,1.19823192615271,0,0
218,-0.00588352893653298,-5.45814181670628e-06,1.2060580301854,1.20625030043418,1.20090379610611,1.20109347376141,0,0
219,-0.00401364401530291,2.64806121655402e-06,1.19528078762225,1.19727703416794,1.19843057396055,1.20042837400988,0,0
220,-0.00947434631848031,2.90331457230408e-06,1.1961624791867,1.19714842426172,1.19866333114262,1.19964893938288,0,0
221,0.0033668941674825,-3.1877675125734e-06,1.20396912589259,1.20354027717564,1.20034486246071,1.19991518380892,0,0
222,-0.00134863174703145,1.37913013135604e-05,1.18288257224716,1.18527401881238,1.19989820616521,1.20227546913447,0,0
223,0.00413952995727514,-7.72920976709342e-06,1.20971398312047,1.20809857727234,1.20246386364096,1.20084744986546,0,0
224,-0.000704536373984859,1.7843992717898e-05,1.18063390575763,1.18038350958264,1.20107791108507,1.20082370323407,0,0
225,-0.00524076613002241,1.75579203826703e-05,1.18058852678277,1.18062691715403,1.20093350049322,1.20099542486267,0,0
226,-0.00327818342589554,-1.10920375309634e-05,1.21460499867955,1.21194922399285,1.20199697408661,1.19932598149574,0,0
227,-0.00279931639305332,-1.58265846178511e-05,1.21742790362237,1.21738041954507,1.19999398689914,1.19993016650861,0,0
228,0.00687159955338905,-1.60789605045858e-05,1.21697801977666,1.21810894055258,1.1990192726949,1.20017078838466,0,0
229,-0.00136258733163489,-2.97281158984116e-06,1.20377051890549,1.20313356783816,1.19979977753082,1.19916066844426,0,0
230,-0.00916203610077801,1.58508624865464e-06,1.19856154022885,1.19833840431533,1.20056263509049,1.20033918430808,0,0
231,0.0085153624918938,-1.52519042956827e-05,1.21392448509075,1.21680606289723,1.19748251346192,1.2003728171541,0,0
232,-0.00960209388876916,1.75851262820029e-06,1.19792660464932,1.19805548748663,1.20076397231728,1.20089139807184,0,0
233,-0.00562033205719565,-1.49955865038529e-05,1.21534758007893,1.21657050164272,1.19851875919855,1.19974177730846,0,0
234,0.00279126250275121,1.54849606102816e-05,1.18302196309331,1.18240968865314,1.19913314942691,1.19851534013765,0,0
